obsid,variable,time,value,units,x,y,layer
wp2-f1,Fe,308.021,8.41691e-05,mol_l,12,0,11
wp2-f1,Fe,490.008,8.05874e-05,mol_l,12,0,11
wp2-f1,Fe,517.977,8.59599e-05,mol_l,12,0,11
wp2-f1,Fe,699.975,8.41691e-05,mol_l,12,0,11
wp2-f2,Fe,0.0,0.000100287,mol_l,12,0,7
wp2-f2,Fe,28.0458,6.62607e-06,mol_l,12,0,7
wp2-f2,Fe,42.0125,1.43266e-06,mol_l,12,0,7
wp2-f2,Fe,70.0187,2.68625e-07,mol_l,12,0,7
wp2-f2,Fe,98.0208,8.95415e-07,mol_l,12,0,7
wp2-f2,Fe,126.096,1.43266e-06,mol_l,12,0,7
wp2-f2,Fe,196.017,2.68625e-07,mol_l,12,0,7
wp2-f2,Fe,308.019,1.61175e-06,mol_l,12,0,7
wp2-f2,Fe,455.008,5.19341e-06,mol_l,12,0,7
wp2-f2,Fe,518.006,2.32808e-06,mol_l,12,0,7
wp2-f2,Fe,574.01,8.41691e-06,mol_l,12,0,7
wp2-f2,Fe,644.013,1.79083e-06,mol_l,12,0,7
wp2-f2,Fe,700.013,3.04441e-06,mol_l,12,0,7
wp2-f2,Fe,756.002,6.80516e-06,mol_l,12,0,7
wp2-f2,Fe,826.0,3.76074e-06,mol_l,12,0,7
wp2-f3,Fe,0.0,0.000111032,mol_l,12,0,3
wp2-f3,Fe,6.08958,9.31232e-05,mol_l,12,0,3
wp2-f3,Fe,14.0104,4.83524e-05,mol_l,12,0,3
wp2-f3,Fe,20.9771,1.96991e-05,mol_l,12,0,3
wp2-f3,Fe,28.0417,2.149e-06,mol_l,12,0,3
wp2-f3,Fe,56.0208,5.37249e-07,mol_l,12,0,3
wp2-f3,Fe,84.0042,2.68625e-07,mol_l,12,0,3
wp2-f3,Fe,111.981,2.68625e-07,mol_l,12,0,3
wp2-f3,Fe,161.002,2.68625e-07,mol_l,12,0,3
wp2-f3,Fe,224.017,2.68625e-07,mol_l,12,0,3
wp2-f3,Fe,280.006,2.68625e-07,mol_l,12,0,3
wp2-f3,Fe,336.008,2.68625e-07,mol_l,12,0,3
wp2-f3,Fe,419.021,5.37249e-07,mol_l,12,0,3
wp2-f3,Fe,490.006,5.37249e-07,mol_l,12,0,3
wp2-f3,Fe,518.008,5.37249e-07,mol_l,12,0,3
wp2-f3,Fe,608.981,5.37249e-07,mol_l,12,0,3
wp2-f3,Fe,700.008,5.37249e-07,mol_l,12,0,3
wp2-f3,Fe,791.046,5.37249e-07,mol_l,12,0,3
wp2-f4,Fe,0.0,0.000103868,mol_l,12,0,1
wp2-f4,Fe,6.08333,9.31232e-05,mol_l,12,0,1
wp2-f4,Fe,9.97917,0.000102077,mol_l,12,0,1
wp2-f4,Fe,14.0042,8.05874e-05,mol_l,12,0,1
wp2-f4,Fe,20.9729,5.01433e-05,mol_l,12,0,1
wp2-f4,Fe,28.0188,2.68625e-05,mol_l,12,0,1
wp2-f4,Fe,35.0104,2.50716e-06,mol_l,12,0,1
wp2-f4,Fe,42.0063,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,56.0167,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,70.0104,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,84.0,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,98.0167,7.16332e-07,mol_l,12,0,1
wp2-f4,Fe,112.0,7.16332e-07,mol_l,12,0,1
wp2-f4,Fe,126.048,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,139.979,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,161.006,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,196.012,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,224.015,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,252.0,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,280.002,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,308.017,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,336.006,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,364.006,2.68625e-07,mol_l,12,0,1
wp2-f4,Fe,419.017,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,490.004,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,518.013,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,574.008,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,644.017,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,700.098,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,756.0,5.37249e-07,mol_l,12,0,1
wp2-f4,Fe,825.979,5.37249e-07,mol_l,12,0,1
wp2-f5,Fe,0.0,0.000103868,mol_l,12,0,0
wp2-f5,Fe,28.0146,0.00010745,mol_l,12,0,0
wp2-f5,Fe,42.0021,0.000109241,mol_l,12,0,0
wp2-f5,Fe,70.0062,0.000125358,mol_l,12,0,0
wp2-f5,Fe,98.0125,0.000103868,mol_l,12,0,0
wp2-f5,Fe,126.042,0.000102077,mol_l,12,0,0
wp2-f5,Fe,196.01,9.4914e-05,mol_l,12,0,0
wp2-f5,Fe,308.012,9.13324e-05,mol_l,12,0,0
wp2-f5,Fe,455.006,9.13324e-05,mol_l,12,0,0
wp2-f5,Fe,518.017,8.41691e-05,mol_l,12,0,0
wp2-f5,Fe,609.0,8.59599e-05,mol_l,12,0,0
wp2-f5,Fe,700.004,8.23782e-05,mol_l,12,0,0
wp2-f5,Fe,791.004,9.13324e-05,mol_l,12,0,0
wp3-f1,Fe,0.0,7.87966e-05,mol_l,-8,0,9
wp3-f1,Fe,10.0458,7.34241e-05,mol_l,-8,0,9
wp3-f1,Fe,14.1062,7.16332e-05,mol_l,-8,0,9
wp3-f1,Fe,21.0521,7.34241e-05,mol_l,-8,0,9
wp3-f1,Fe,27.9812,7.34241e-05,mol_l,-8,0,9
wp3-f1,Fe,57.125,6.80516e-05,mol_l,-8,0,9
wp3-f1,Fe,84.0458,7.87966e-05,mol_l,-8,0,9
wp3-f1,Fe,112.015,8.23782e-05,mol_l,-8,0,9
wp3-f1,Fe,161.012,6.98424e-05,mol_l,-8,0,9
wp3-f1,Fe,224.042,7.34241e-05,mol_l,-8,0,9
wp3-f1,Fe,280.012,7.34241e-05,mol_l,-8,0,9
wp3-f1,Fe,336.019,7.34241e-05,mol_l,-8,0,9
wp3-f1,Fe,455.017,7.87966e-05,mol_l,-8,0,9
wp3-f1,Fe,518.019,7.16332e-05,mol_l,-8,0,9
wp3-f1,Fe,700.017,7.70057e-05,mol_l,-8,0,9
wp3-f2,Fe,0.0,0.000103868,mol_l,-8,0,7
wp3-f2,Fe,2.06458,0.000102077,mol_l,-8,0,7
wp3-f2,Fe,6.13542,6.44699e-05,mol_l,-8,0,7
wp3-f2,Fe,10.0437,3.2235e-05,mol_l,-8,0,7
wp3-f2,Fe,14.1042,1.54011e-05,mol_l,-8,0,7
wp3-f2,Fe,21.0458,3.40258e-06,mol_l,-8,0,7
wp3-f2,Fe,27.9792,1.61175e-06,mol_l,-8,0,7
wp3-f2,Fe,57.1437,7.16332e-07,mol_l,-8,0,7
wp3-f2,Fe,84.0438,7.16332e-07,mol_l,-8,0,7
wp3-f2,Fe,112.019,2.68625e-07,mol_l,-8,0,7
wp3-f2,Fe,161.058,2.68625e-07,mol_l,-8,0,7
wp3-f2,Fe,224.052,2.68625e-07,mol_l,-8,0,7
wp3-f2,Fe,280.052,2.68625e-07,mol_l,-8,0,7
wp3-f2,Fe,336.048,2.68625e-07,mol_l,-8,0,7
wp3-f2,Fe,455.042,5.37249e-07,mol_l,-8,0,7
wp3-f2,Fe,518.052,5.37249e-07,mol_l,-8,0,7
wp3-f2,Fe,574.042,5.37249e-07,mol_l,-8,0,7
wp3-f2,Fe,644.05,5.37249e-07,mol_l,-8,0,7
wp3-f2,Fe,700.048,5.37249e-07,mol_l,-8,0,7
wp3-f2,Fe,756.013,5.37249e-07,mol_l,-8,0,7
wp3-f2,Fe,826.004,5.37249e-07,mol_l,-8,0,7
wp3-f3,Fe,0.0,0.000121777,mol_l,-8,0,4
wp3-f3,Fe,2.05833,0.000114613,mol_l,-8,0,4
wp3-f3,Fe,6.13125,5.55158e-05,mol_l,-8,0,4
wp3-f3,Fe,10.0229,3.40258e-05,mol_l,-8,0,4
wp3-f3,Fe,14.1,1.70129e-05,mol_l,-8,0,4
wp3-f3,Fe,21.0229,4.65616e-06,mol_l,-8,0,4
wp3-f3,Fe,27.9729,2.68625e-06,mol_l,-8,0,4
wp3-f3,Fe,35.0458,1.61175e-06,mol_l,-8,0,4
wp3-f3,Fe,42.0479,1.25358e-06,mol_l,-8,0,4
wp3-f3,Fe,57.1375,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,70.0542,7.16332e-07,mol_l,-8,0,4
wp3-f3,Fe,84.0229,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,98.0479,8.95415e-07,mol_l,-8,0,4
wp3-f3,Fe,112.017,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,126.056,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,140.004,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,161.044,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,196.023,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,224.048,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,252.017,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,280.023,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,308.056,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,336.046,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,364.046,2.68625e-07,mol_l,-8,0,4
wp3-f3,Fe,419.012,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,490.017,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,518.05,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,574.023,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,618.006,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,617.977,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,644.046,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,700.044,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,756.017,5.37249e-07,mol_l,-8,0,4
wp3-f3,Fe,826.006,5.37249e-07,mol_l,-8,0,4
wp3-f4,Fe,0.0,0.000102077,mol_l,-8,0,1
wp3-f4,Fe,2.05208,8.41691e-05,mol_l,-8,0,1
wp3-f4,Fe,6.12708,5.37249e-05,mol_l,-8,0,1
wp3-f4,Fe,10.0146,5.55158e-05,mol_l,-8,0,1
wp3-f4,Fe,14.0521,2.86533e-05,mol_l,-8,0,1
wp3-f4,Fe,21.0188,4.29799e-06,mol_l,-8,0,1
wp3-f4,Fe,27.9688,1.43266e-06,mol_l,-8,0,1
wp3-f4,Fe,35.0229,7.16332e-07,mol_l,-8,0,1
wp3-f4,Fe,42.0438,7.16332e-07,mol_l,-8,0,1
wp3-f4,Fe,57.1479,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,70.05,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,84.0208,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,98.0438,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,112.013,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,126.054,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,140.002,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,161.023,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,196.021,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,224.044,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,252.015,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,280.019,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,308.054,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,336.042,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,364.015,2.68625e-07,mol_l,-8,0,1
wp3-f4,Fe,419.008,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,490.012,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,518.042,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,574.019,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,644.042,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,700.042,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,756.01,5.37249e-07,mol_l,-8,0,1
wp3-f4,Fe,826.008,5.37249e-07,mol_l,-8,0,1
wp3-f5,Fe,0.0,0.000105659,mol_l,-8,0,0
wp3-f5,Fe,6.10625,6.80516e-05,mol_l,-8,0,0
wp3-f5,Fe,10.0104,5.90974e-05,mol_l,-8,0,0
wp3-f5,Fe,14.0479,3.04441e-05,mol_l,-8,0,0
wp3-f5,Fe,21.0146,2.50716e-06,mol_l,-8,0,0
wp3-f5,Fe,27.9646,1.61175e-06,mol_l,-8,0,0
wp3-f5,Fe,57.1333,1.0745e-06,mol_l,-8,0,0
wp3-f5,Fe,84.0167,7.16332e-07,mol_l,-8,0,0
wp3-f5,Fe,112.01,8.95415e-07,mol_l,-8,0,0
wp3-f5,Fe,161.019,7.16332e-07,mol_l,-8,0,0
wp3-f5,Fe,280.015,2.68625e-07,mol_l,-8,0,0
wp3-f5,Fe,336.023,2.68625e-07,mol_l,-8,0,0
wp3-f5,Fe,455.023,5.37249e-07,mol_l,-8,0,0
wp3-f5,Fe,518.023,5.37249e-07,mol_l,-8,0,0
wp3-f5,Fe,574.017,5.37249e-07,mol_l,-8,0,0
wp3-f5,Fe,644.021,8.95415e-07,mol_l,-8,0,0
wp3-f5,Fe,700.021,1.79083e-06,mol_l,-8,0,0
wp3-f5,Fe,756.006,5.37249e-07,mol_l,-8,0,0
wp3-f5,Fe,826.013,5.37249e-07,mol_l,-8,0,0
wp4-f1,Fe,0.0,3.2235e-05,mol_l,22,0,11
wp4-f1,Fe,517.981,6.62607e-05,mol_l,22,0,11
wp4-f1,Fe,700.0,7.16332e-05,mol_l,22,0,11
wp4-f5,Fe,0.0,9.4914e-05,mol_l,22,0,0
wp4-f5,Fe,196.002,2.68625e-07,mol_l,22,0,0
wp4-f5,Fe,336.0,2.68625e-07,mol_l,22,0,0
wp4-f5,Fe,489.981,3.2235e-05,mol_l,22,0,0
wp4-f5,Fe,518.0,2.68625e-05,mol_l,22,0,0
wp4-f5,Fe,608.977,5.37249e-07,mol_l,22,0,0
wp4-f5,Fe,699.981,5.37249e-07,mol_l,22,0,0
wp4-f5,Fe,791.0,1.32521e-05,mol_l,22,0,0
pp1-f1,Fe,0.0,9.13324e-05,mol_l,-98,0,4
pp1-f1,Fe,112.098,9.84957e-05,mol_l,-98,0,4
pp1-f1,Fe,161.09,0.000100287,mol_l,-98,0,4
pp1-f1,Fe,252.044,5.37249e-05,mol_l,-98,0,4
pp1-f1,Fe,336.065,8.59599e-05,mol_l,-98,0,4
pp1-f1,Fe,490.083,8.77507e-05,mol_l,-98,0,4
pp1-f1,Fe,518.096,8.23782e-05,mol_l,-98,0,4
pp1-f1,Fe,609.013,7.16332e-05,mol_l,-98,0,4
pp1-f1,Fe,700.1,6.62607e-05,mol_l,-98,0,4
pp1-f1,Fe,791.015,6.44699e-05,mol_l,-98,0,4
pp1-f2,Fe,0.0,0.000123567,mol_l,-98,0,1
pp1-f2,Fe,85.1437,0.00010745,mol_l,-98,0,1
pp1-f2,Fe,98.0875,9.84957e-05,mol_l,-98,0,1
pp1-f2,Fe,112.088,0.000100287,mol_l,-98,0,1
pp1-f2,Fe,126.083,0.000103868,mol_l,-98,0,1
pp1-f2,Fe,140.052,0.000100287,mol_l,-98,0,1
pp1-f2,Fe,161.092,0.000103868,mol_l,-98,0,1
pp1-f2,Fe,196.06,9.67049e-05,mol_l,-98,0,1
pp1-f2,Fe,224.065,0.000102077,mol_l,-98,0,1
pp1-f2,Fe,252.042,0.000100287,mol_l,-98,0,1
pp1-f2,Fe,280.083,9.67049e-05,mol_l,-98,0,1
pp1-f2,Fe,308.083,9.84957e-05,mol_l,-98,0,1
pp1-f2,Fe,336.083,0.000103868,mol_l,-98,0,1
pp1-f2,Fe,364.083,0.000100287,mol_l,-98,0,1
pp1-f2,Fe,455.05,0.000102077,mol_l,-98,0,1
pp1-f2,Fe,518.09,0.000100287,mol_l,-98,0,1
pp1-f2,Fe,609.01,8.95415e-05,mol_l,-98,0,1
pp1-f2,Fe,618.058,9.31232e-05,mol_l,-98,0,1
pp1-f2,Fe,618.092,9.13324e-05,mol_l,-98,0,1
pp1-f2,Fe,700.085,8.59599e-05,mol_l,-98,0,1
pp1-f2,Fe,791.042,7.70057e-05,mol_l,-98,0,1
pp1-f3,Fe,0.0,0.000127149,mol_l,-98,0,1
pp1-f3,Fe,98.0646,0.000102077,mol_l,-98,0,1
pp1-f3,Fe,112.085,0.000102077,mol_l,-98,0,1
pp1-f3,Fe,161.085,0.000105659,mol_l,-98,0,1
pp1-f3,Fe,252.023,0.000103868,mol_l,-98,0,1
pp1-f3,Fe,336.06,0.000105659,mol_l,-98,0,1
pp1-f3,Fe,490.05,8.95415e-05,mol_l,-98,0,1
pp1-f3,Fe,518.094,8.77507e-05,mol_l,-98,0,1
pp1-f3,Fe,609.006,8.59599e-05,mol_l,-98,0,1
pp1-f3,Fe,618.054,8.77507e-05,mol_l,-98,0,1
pp1-f3,Fe,618.083,8.95415e-05,mol_l,-98,0,1
pp1-f3,Fe,700.065,8.59599e-05,mol_l,-98,0,1
pp1-f3,Fe,791.019,9.67049e-05,mol_l,-98,0,1
ip2-f1,Fe,0.0,3.58166e-05,mol_l,0,0,11
ip2-f1,Fe,14.0208,4.83524e-05,mol_l,0,0,11
ip2-f1,Fe,28.0521,5.37249e-05,mol_l,0,0,11
ip2-f1,Fe,56.0417,5.73066e-05,mol_l,0,0,11
ip2-f1,Fe,112.006,6.08883e-05,mol_l,0,0,11
ip2-f1,Fe,161.01,6.44699e-05,mol_l,0,0,11
ip2-f1,Fe,224.019,6.62607e-05,mol_l,0,0,11
ip2-f1,Fe,280.01,7.16332e-05,mol_l,0,0,11
ip2-f1,Fe,336.012,7.87966e-05,mol_l,0,0,11
ip2-f1,Fe,455.015,8.41691e-05,mol_l,0,0,11
ip2-f1,Fe,518.021,7.87966e-05,mol_l,0,0,11
ip2-f1,Fe,700.015,8.59599e-05,mol_l,0,0,11
ip2-f5,Fe,0.0,5.73066e-05,mol_l,0,0,0
ip2-f5,Fe,455.012,5.37249e-07,mol_l,0,0,0
wp1-f1,Cl,0.0,0.000366683,mol_l,-38,0,11
wp1-f1,Cl,28.0958,0.000423095,mol_l,-38,0,11
wp1-f1,Cl,56.0479,0.000366683,mol_l,-38,0,11
wp1-f1,Cl,70.0917,0.000394889,mol_l,-38,0,11
wp1-f1,Cl,84.0875,0.000394889,mol_l,-38,0,11
wp1-f1,Cl,112.052,0.000366683,mol_l,-38,0,11
wp1-f1,Cl,140.015,0.000197445,mol_l,-38,0,11
wp1-f1,Cl,196.054,0.000366683,mol_l,-38,0,11
wp1-f1,Cl,280.062,0.000338476,mol_l,-38,0,11
wp1-f1,Cl,364.06,0.000338476,mol_l,-38,0,11
wp1-f1,Cl,518.054,0.000366683,mol_l,-38,0,11
wp1-f1,Cl,700.056,0.000451302,mol_l,-38,0,11
wp1-f2,Cl,0.0,0.000338476,mol_l,-38,0,7
wp1-f2,Cl,28.0104,0.00031027,mol_l,-38,0,7
wp1-f2,Cl,56.05,0.00211548,mol_l,-38,0,7
wp1-f2,Cl,70.0896,0.00256678,mol_l,-38,0,7
wp1-f2,Cl,84.0854,0.00259499,mol_l,-38,0,7
wp1-f2,Cl,98.0604,0.00259499,mol_l,-38,0,7
wp1-f2,Cl,112.05,0.00245395,mol_l,-38,0,7
wp1-f2,Cl,126.062,0.00225651,mol_l,-38,0,7
wp1-f2,Cl,140.021,0.00205906,mol_l,-38,0,7
wp1-f2,Cl,196.056,0.00200265,mol_l,-38,0,7
wp1-f2,Cl,252.01,0.00211548,mol_l,-38,0,7
wp1-f2,Cl,336.056,0.00186162,mol_l,-38,0,7
wp1-f2,Cl,455.046,0.00200265,mol_l,-38,0,7
wp1-f2,Cl,518.058,0.00276422,mol_l,-38,0,7
wp1-f2,Cl,574.048,0.00214368,mol_l,-38,0,7
wp1-f2,Cl,618.017,0.00169238,mol_l,-38,0,7
wp1-f2,Cl,644.087,0.00194624,mol_l,-38,0,7
wp1-f2,Cl,700.062,0.00194624,mol_l,-38,0,7
wp1-f2,Cl,756.042,0.0022283,mol_l,-38,0,7
wp1-f2,Cl,826.021,0.00245395,mol_l,-38,0,7
wp1-f3,Cl,0.0,0.000141032,mol_l,-38,0,4
wp1-f3,Cl,2.08542,0.000141032,mol_l,-38,0,4
wp1-f3,Cl,6.14167,0.000169238,mol_l,-38,0,4
wp1-f3,Cl,10.0542,0.000197445,mol_l,-38,0,4
wp1-f3,Cl,14.1271,0.000253857,mol_l,-38,0,4
wp1-f3,Cl,21.0562,0.000197445,mol_l,-38,0,4
wp1-f3,Cl,28.0083,0.000225651,mol_l,-38,0,4
wp1-f3,Cl,35.0562,0.000535921,mol_l,-38,0,4
wp1-f3,Cl,42.0604,0.000902603,mol_l,-38,0,4
wp1-f3,Cl,57.125,0.00166417,mol_l,-38,0,4
wp1-f3,Cl,70.0875,0.00259499,mol_l,-38,0,4
wp1-f3,Cl,85.1333,0.00270781,mol_l,-38,0,4
wp1-f3,Cl,98.0583,0.0026796,mol_l,-38,0,4
wp1-f3,Cl,112.048,0.00251037,mol_l,-38,0,4
wp1-f3,Cl,140.017,0.00205906,mol_l,-38,0,4
wp1-f3,Cl,196.052,0.00214368,mol_l,-38,0,4
wp1-f3,Cl,252.006,0.00203086,mol_l,-38,0,4
wp1-f3,Cl,308.062,0.00169238,mol_l,-38,0,4
wp1-f3,Cl,364.058,0.00197445,mol_l,-38,0,4
wp1-f3,Cl,419.046,0.00180521,mol_l,-38,0,4
wp1-f3,Cl,490.044,0.00217189,mol_l,-38,0,4
wp1-f3,Cl,518.06,0.00262319,mol_l,-38,0,4
wp1-f3,Cl,609.0,0.00157956,mol_l,-38,0,4
wp1-f3,Cl,700.058,0.00203086,mol_l,-38,0,4
wp1-f3,Cl,791.01,0.00205906,mol_l,-38,0,4
wp1-f4,Cl,0.0,0.000141032,mol_l,-38,0,1
wp1-f4,Cl,28.0063,0.000253857,mol_l,-38,0,1
wp1-f4,Cl,35.0521,0.000169238,mol_l,-38,0,1
wp1-f4,Cl,42.0562,0.000282064,mol_l,-38,0,1
wp1-f4,Cl,56.05,0.00172059,mol_l,-38,0,1
wp1-f4,Cl,70.0625,0.00262319,mol_l,-38,0,1
wp1-f4,Cl,84.0646,0.00273602,mol_l,-38,0,1
wp1-f4,Cl,98.0542,0.00273602,mol_l,-38,0,1
wp1-f4,Cl,112.044,0.00262319,mol_l,-38,0,1
wp1-f4,Cl,126.06,0.00245395,mol_l,-38,0,1
wp1-f4,Cl,140.01,0.00203086,mol_l,-38,0,1
wp1-f4,Cl,161.065,0.00234113,mol_l,-38,0,1
wp1-f4,Cl,196.048,0.00236933,mol_l,-38,0,1
wp1-f4,Cl,224.06,0.00169238,mol_l,-38,0,1
wp1-f4,Cl,252.004,0.00200265,mol_l,-38,0,1
wp1-f4,Cl,280.06,0.00197445,mol_l,-38,0,1
wp1-f4,Cl,308.06,0.00166417,mol_l,-38,0,1
wp1-f4,Cl,336.052,0.00183341,mol_l,-38,0,1
wp1-f4,Cl,364.056,0.00197445,mol_l,-38,0,1
wp1-f4,Cl,419.042,0.001777,mol_l,-38,0,1
wp1-f4,Cl,490.023,0.0022283,mol_l,-38,0,1
wp1-f4,Cl,518.083,0.00273602,mol_l,-38,0,1
wp1-f4,Cl,574.046,0.00217189,mol_l,-38,0,1
wp1-f4,Cl,644.083,0.00197445,mol_l,-38,0,1
wp1-f4,Cl,700.054,0.00200265,mol_l,-38,0,1
wp1-f4,Cl,756.023,0.00228472,mol_l,-38,0,1
wp1-f4,Cl,826.017,0.00253857,mol_l,-38,0,1
wp1-f5,Cl,0.0,0.000141032,mol_l,-38,0,0
wp1-f5,Cl,28.0042,0.000282064,mol_l,-38,0,0
wp1-f5,Cl,56.0479,0.000169238,mol_l,-38,0,0
wp1-f5,Cl,70.0583,0.000225651,mol_l,-38,0,0
wp1-f5,Cl,84.0604,0.000225651,mol_l,-38,0,0
wp1-f5,Cl,98.0521,0.000253857,mol_l,-38,0,0
wp1-f5,Cl,112.042,0.000197445,mol_l,-38,0,0
wp1-f5,Cl,140.008,0.000225651,mol_l,-38,0,0
wp1-f5,Cl,196.046,0.000282064,mol_l,-38,0,0
wp1-f5,Cl,280.056,0.000282064,mol_l,-38,0,0
wp1-f5,Cl,364.05,0.000225651,mol_l,-38,0,0
wp1-f5,Cl,518.087,0.000423095,mol_l,-38,0,0
wp1-f5,Cl,618.013,0.000366683,mol_l,-38,0,0
wp1-f5,Cl,618.042,0.000366683,mol_l,-38,0,0
wp1-f5,Cl,700.052,0.00062054,mol_l,-38,0,0
wp2-f1,Cl,0.0,0.000423095,mol_l,12,0,11
wp2-f1,Cl,14.0167,0.000394889,mol_l,12,0,11
wp2-f1,Cl,27.9312,0.000394889,mol_l,12,0,11
wp2-f1,Cl,42.0167,0.00031027,mol_l,12,0,11
wp2-f1,Cl,70.0208,0.000394889,mol_l,12,0,11
wp2-f1,Cl,126.044,0.000366683,mol_l,12,0,11
wp2-f1,Cl,196.0,0.000366683,mol_l,12,0,11
wp2-f1,Cl,308.021,0.000394889,mol_l,12,0,11
wp2-f1,Cl,490.008,0.00031027,mol_l,12,0,11
wp2-f1,Cl,517.977,0.000366683,mol_l,12,0,11
wp2-f1,Cl,699.975,0.000479508,mol_l,12,0,11
wp2-f2,Cl,0.0,0.000282064,mol_l,12,0,7
wp2-f2,Cl,6.0625,0.00062054,mol_l,12,0,7
wp2-f2,Cl,10.0,0.00225651,mol_l,12,0,7
wp2-f2,Cl,14.0146,0.00248216,mol_l,12,0,7
wp2-f2,Cl,20.9812,0.00253857,mol_l,12,0,7
wp2-f2,Cl,28.0458,0.00270781,mol_l,12,0,7
wp2-f2,Cl,35.0167,0.00270781,mol_l,12,0,7
wp2-f2,Cl,42.0125,0.0026796,mol_l,12,0,7
wp2-f2,Cl,70.0187,0.00282064,mol_l,12,0,7
wp2-f2,Cl,98.0208,0.0022283,mol_l,12,0,7
wp2-f2,Cl,126.096,0.00256678,mol_l,12,0,7
wp2-f2,Cl,196.017,0.00186162,mol_l,12,0,7
wp2-f2,Cl,308.019,0.00194624,mol_l,12,0,7
wp2-f2,Cl,455.008,0.00248216,mol_l,12,0,7
wp2-f2,Cl,518.006,0.00217189,mol_l,12,0,7
wp2-f2,Cl,574.01,0.00163597,mol_l,12,0,7
wp2-f2,Cl,644.013,0.00197445,mol_l,12,0,7
wp2-f2,Cl,700.013,0.00191803,mol_l,12,0,7
wp2-f2,Cl,756.002,0.00248216,mol_l,12,0,7
wp2-f2,Cl,826.0,0.00225651,mol_l,12,0,7
wp2-f3,Cl,0.0,0.000253857,mol_l,12,0,3
wp2-f3,Cl,2.04167,0.0,mol_l,12,0,3
wp2-f3,Cl,6.08958,0.00152314,mol_l,12,0,3
wp2-f3,Cl,14.0104,0.00248216,mol_l,12,0,3
wp2-f3,Cl,20.9771,0.00256678,mol_l,12,0,3
wp2-f3,Cl,28.0417,0.00279243,mol_l,12,0,3
wp2-f3,Cl,56.0208,0.00273602,mol_l,12,0,3
wp2-f3,Cl,84.0042,0.0022283,mol_l,12,0,3
wp2-f3,Cl,111.981,0.00251037,mol_l,12,0,3
